Dato,Tid,Globalstraling,Solskinstid,Lufttemperatur,"Relativ luftfuktighet",Vindretning,Vindstyrke,Lufttrykk,Vindkast
2020-05-26,15:00,149.9,0,9.7,9999.99,142,2.8,1026.5,4.2
2020-05-26,15:10,145.1,0,9.7,9999.99,145,2.4,1026.5,3.6
2020-05-26,15:20,148.9,0,9.7,9999.99,146,1.6,1026.5,2.7
2020-05-26,15:30,212.8,0,10.1,9999.99,162,1.6,1026.5,2.7
2020-05-26,15:40,257.2,0,10.4,9999.99,188,1,1026.6,1.8
2020-05-26,15:50,293.8,0.7,10.8,9999.99,151,1,1026.6,2.1
2020-05-26,16:00,255.5,0,10.8,9999.99,204,1.1,1026.5,2.1
2020-05-26,16:10,264.5,0,11.5,9999.99,216,0.7,1026.5,1.8
2020-05-26,16:20,274.8,1.3,11.5,9999.99,164,1,1026.5,2.4
2020-05-26,16:30,166.6,0,11.4,9999.99,206,1.3,1026.5,3
2020-05-26,16:40,101.8,0,11.2,9999.99,226,1.2,1026.5,2.4
2020-05-26,16:50,79.2,0,11.3,9999.99,304,0.8,1026.5,2.1
2020-05-26,17:00,182.5,0,11.2,9999.99,174,1.6,1026.5,3.6
2020-05-26,17:10,178.5,0.3,11.1,9999.99,234,1.6,1026.5,3.6
2020-05-26,17:20,189.9,0.7,10.9,9999.99,232,2.2,1026.5,4.2
2020-05-26,17:30,169.4,3,11.1,9999.99,233,1.9,1026.5,3.6
2020-05-26,17:40,105.3,0,11,100,233,1.8,1026.5,3
2020-05-26,17:50,71.1,0,11,9999.99,235,1.6,1026.6,3.3
2020-05-26,18:00,62.7,0,11,9999.99,242,1.5,1026.6,3.6
2020-05-26,18:10,87.7,0,10.9,9999.99,241,1.7,1026.8,3.3
2020-05-26,18:20,67.8,0,10.8,9999.99,238,2.3,1026.8,4.2
2020-05-26,18:30,55.5,0,10.7,9999.99,247,2.2,1026.8,3.9
2020-05-26,18:40,43,0,10.6,9999.99,248,1.6,1027,3.3
2020-05-26,18:50,39.8,0,10.5,9999.99,243,1.6,1027,3.6
2020-05-26,19:00,31.4,0,10.4,9999.99,241,1.9,1027,3.6
2020-05-26,19:10,20.6,0,10.4,9999.99,264,1.9,1027,3.9
2020-05-26,19:20,25.4,0,10.3,9999.99,251,1.5,1027,2.7
2020-05-26,19:30,28.8,0,10.2,9999.99,242,2.2,1027,3.9
2020-05-26,19:40,17.8,0,10.2,9999.99,250,2.1,1027,3.9
2020-05-26,19:50,18.2,0,10.1,9999.99,251,2.1,1027.1,3.6
2020-05-26,20:00,13.2,0,10.1,9999.99,236,1.8,1027,3.6
2020-05-26,20:10,9.7,0,10,9999.99,246,1.8,1027.1,3.9
2020-05-26,20:20,5.2,0,10,9999.99,256,1.3,1027.1,3.9
2020-05-26,20:30,3.5,0,10,9999.99,250,1.7,1027.1,3.6
2020-05-26,20:40,2.7,0,9.9,9999.99,201,0.9,1027.1,1.8
2020-05-26,20:50,2.3,0,9.8,9999.99,245,1.6,1027.1,3.9
2020-05-26,21:00,0.9,0,9.8,9999.99,233,2.4,1027,4.5
2020-05-26,21:10,0.4,0,9.8,9999.99,206,0.9,1027,2.1
2020-05-26,21:20,0.3,0,9.8,9999.99,191,1,1027.1,2.1
2020-05-26,21:30,0.1,0,9.7,9999.99,225,0.9,1027.1,1.8
2020-05-26,21:40,0.1,0,9.7,9999.99,216,1.4,1027.1,3
2020-05-26,21:50,0.2,0,9.7,9999.99,208,1.5,1027.1,2.7
2020-05-26,22:00,0,0,9.7,9999.99,214,1.4,1027.1,3
2020-05-26,22:10,0,0,9.6,9999.99,219,1.7,1027.1,3
2020-05-26,22:20,0,0,9.6,9999.99,210,1.6,1027,3
2020-05-26,22:30,-0.2,0,9.5,9999.99,216,1.8,1027.1,4.2
2020-05-26,22:40,-0.7,0,9.5,9999.99,223,1.1,1027,3
2020-05-26,22:50,-1,0,9.4,9999.99,205,0.8,1026.8,1.8
2020-05-26,23:00,-0.1,0,9.4,9999.99,150,1.2,1027,2.7
2020-05-26,23:10,-0.1,0,9.4,9999.99,217,1.4,1027,3
2020-05-26,23:20,0,0,9.4,9999.99,242,1,1027,2.4
2020-05-26,23:30,0.1,0,9.4,9999.99,236,1.4,1027,2.7
2020-05-26,23:40,-0.1,0,9.4,9999.99,241,1.5,1027,2.7
2020-05-26,23:50,-0.3,0,9.4,9999.99,248,1.7,1027.1,3.9
2020-05-27,00:00,-0.6,0,9.4,9999.99,252,1.8,1027.1,3.6
2020-05-27,00:10,-0.7,0,9.3,9999.99,248,1.5,1027.1,3
2020-05-27,00:20,-0.6,0,9.4,9999.99,245,1.7,1027.1,3.6
2020-05-27,00:30,-0.3,0,9.3,9999.99,240,1.7,1027.1,3
2020-05-27,00:40,-0.4,0,9.3,9999.99,217,1.3,1027.1,2.7
2020-05-27,00:50,-0.4,0,9.2,9999.99,233,1.2,1027.1,2.7
2020-05-27,01:00,-0.2,0,9.3,9999.99,170,0.8,1027.1,2.4
2020-05-27,01:10,-0.7,0,9.3,9999.99,238,1.1,1027.1,2.1
2020-05-27,01:20,-0.5,0,9.2,9999.99,227,1.1,1027.1,3.3
2020-05-27,01:30,-0.5,0,9.2,9999.99,256,2.2,1027,3.9
2020-05-27,01:40,-0.4,0,9.2,9999.99,254,1.9,1027,3.6
2020-05-27,01:50,-0.8,0,9.2,9999.99,245,1,1027.1,2.4
2020-05-27,02:00,-0.5,0,9.1,9999.99,254,0.3,1027,1.5
2020-05-27,02:10,0.3,0,9,9999.99,250,1,1027,2.4
2020-05-27,02:20,0.5,0,9,9999.99,243,1.3,1026.8,2.7
2020-05-27,02:30,0.7,0,9,9999.99,209,1.2,1026.8,2.4
2020-05-27,02:40,1.6,0,8.8,9999.99,208,1,1026.6,2.1
2020-05-27,02:50,2.6,0,8.8,9999.99,206,1.3,1026.6,2.7
2020-05-27,03:00,3.6,0,8.9,9999.99,208,1,1026.6,1.8
2020-05-27,03:10,6.1,0,9,9999.99,184,1.4,1026.6,2.4
2020-05-27,03:20,7.8,0,8.9,9999.99,168,1.7,1026.6,3
2020-05-27,03:30,9.3,0,8.9,9999.99,180,0.9,1026.6,1.8
2020-05-27,03:40,21,0,8.9,9999.99,160,1.3,1026.6,2.4
2020-05-27,03:50,28.7,0,8.9,9999.99,165,1.8,1026.6,3
2020-05-27,04:00,10.8,0,9,9999.99,157,1.4,1026.5,2.4
2020-05-27,04:10,17.2,0,9,9999.99,168,1.3,1026.6,2.4
2020-05-27,04:20,28.7,0,8.9,9999.99,221,1,1026.6,2.1
2020-05-27,04:30,28.4,0,8.9,9999.99,228,1,1026.5,3.3
2020-05-27,04:40,23.2,0,9,9999.99,259,1.7,1026.6,4.2
2020-05-27,04:50,24.6,0,9,9999.99,235,1.5,1026.6,3.6
2020-05-27,05:00,16.1,0,8.9,9999.99,243,1,1026.5,2.4
2020-05-27,05:10,27.8,0,8.8,9999.99,234,0.8,1026.5,3
2020-05-27,05:20,29.1,0,8.8,9999.99,220,1.3,1026.3,3.3
2020-05-27,05:30,33.4,0,8.9,9999.99,225,1.2,1026.3,3
2020-05-27,05:40,69.5,0,9,9999.99,201,1,1026.3,2.4
2020-05-27,05:50,84.6,0,9,9999.99,232,2.2,1026.3,4.5
2020-05-27,06:00,95,0,9.2,9999.99,217,2,1026.3,5.4
2020-05-27,06:10,83.4,0,9.2,9999.99,243,2.3,1026.5,4.2
2020-05-27,06:20,38.8,0,9.3,9999.99,238,1.9,1026.3,3.9
2020-05-27,06:30,52.1,0,9.3,9999.99,250,1.8,1026.3,3.3
2020-05-27,06:40,60.4,0,9.2,9999.99,246,1.6,1026.3,3
2020-05-27,06:50,58.5,0,9.3,9999.99,266,2.4,1026.5,5.4
2020-05-27,07:00,127.9,0,9.4,9999.99,272,3.1,1026.6,6
2020-05-27,07:10,135.8,0.3,9.6,9999.99,295,2.6,1026.6,5.1
2020-05-27,07:20,93.6,0,9.6,9999.99,304,2.9,1026.6,5.1
2020-05-27,07:30,130.7,0,9.6,9999.99,298,2.7,1026.6,5.7
2020-05-27,07:40,121.1,0,9.7,9999.99,291,3.1,1026.8,6
2020-05-27,07:50,107.6,0,9.7,9999.99,291,2.6,1026.8,5.1
2020-05-27,08:00,85.4,0,9.8,9999.99,298,3.3,1026.8,6
2020-05-27,08:10,376.7,2.3,9.7,9999.99,304,2.9,1026.8,5.7
2020-05-27,08:20,521.1,4.3,10.2,9999.99,307,3.1,1026.8,7.2
2020-05-27,08:30,344.2,0,10.2,99,292,3.6,1026.8,6.3
2020-05-27,08:40,233.7,0,10.2,9999.99,307,3.4,1026.8,6
2020-05-27,08:50,278,0.7,10.4,9999.99,307,2.4,1026.8,5.1
2020-05-27,09:00,132.9,0,10.3,100,310,2.2,1026.8,3.9
2020-05-27,09:10,135.3,0,10.1,9999.99,313,3.1,1026.8,6
2020-05-27,09:20,190.3,0,9.9,9999.99,315,4.3,1026.8,6.9
2020-05-27,09:30,261.7,0.3,10,9999.99,303,3.7,1027,6.9
2020-05-27,09:40,406,0.7,10.2,9999.99,312,3.4,1027,6.3
2020-05-27,09:50,513.4,2,10.5,98,300,2.9,1027,6
2020-05-27,10:00,231.6,0,10.6,96,310,3.2,1027,6.3
2020-05-27,10:10,217,0,10.3,95,313,4,1027,7.5
2020-05-27,10:20,368,0,10.3,99,306,4.3,1027.1,7.2
2020-05-27,10:30,326.2,0,10.6,97,299,3.4,1027.1,6.9
2020-05-27,10:40,389.6,0,10.8,96,312,3.1,1027.1,5.7
2020-05-27,10:50,488.9,1.7,10.7,97,308,3.7,1027.1,6.3
2020-05-27,11:00,465,1.3,10.8,97,314,3.8,1027.1,7.2
2020-05-27,11:10,435.1,2.3,10.8,95,314,3.5,1027.1,6.9
2020-05-27,11:20,360.1,2,10.6,95,314,4.3,1027.1,6.3
2020-05-27,11:30,770.1,8.3,10.2,93,312,4.2,1027.1,7.5
2020-05-27,11:40,874.3,9.7,10.7,91,305,3.9,1027.1,7.2
2020-05-27,11:50,844.1,9.3,10.8,89,307,4.5,1027.3,8.4
2020-05-27,12:00,772.1,8,11,86,294,3.4,1027.3,6.9
2020-05-27,12:10,537,4.7,11.2,90,307,4.4,1027.3,7.8
2020-05-27,12:20,656.8,8,11.1,86,315,3.8,1027.5,6.6
2020-05-27,12:30,553.6,2.7,11.8,78,307,4.1,1027.3,7.2
2020-05-27,12:40,336.7,0,11,81,298,4,1027.8,7.5
2020-05-27,12:50,222.7,0,10.7,87,311,3.9,1027.5,7.2
2020-05-27,13:00,201.8,0,10.7,93,314,4.1,1027.6,7.5
2020-05-27,13:10,527.9,4.3,10.6,95,316,4.3,1027.6,7.5
2020-05-27,13:20,806.3,8.7,11,94,313,3.7,1027.6,6
2020-05-27,13:30,190.2,0,11.5,89,309,3.7,1027.6,6.6
2020-05-27,13:40,340.2,1.3,10.6,89,313,4.4,1027.8,8.4
2020-05-27,13:50,610.5,4.3,10.6,89,308,4.6,1027.8,7.8
2020-05-27,14:00,852.7,9,10.9,89,311,4.2,1027.6,7.2
2020-05-27,14:10,900.1,9,12,83,311,3.6,1027.6,6.6
2020-05-27,14:20,838.5,9.3,11.7,79,298,4,1027.8,7.5
2020-05-27,14:30,536,4,12.4,79,307,3.8,1027.6,7.8
2020-05-27,14:40,398.5,0.3,11.5,84,311,4.3,1027.8,8.4
2020-05-27,14:50,577.7,4,11,85,305,4,1028,7.8
2020-05-27,15:00,531.9,3.7,11.3,76,311,4,1027.8,7.2
2020-05-27,15:10,505.9,8,11.1,73,319,4.2,1028,7.8
2020-05-27,15:20,742.8,10,11.5,64,320,4.3,1028,8.1
2020-05-27,15:30,597.7,6.7,11.8,68,314,3.9,1028,6.3
2020-05-27,15:40,356,0.7,11.5,75,321,3.8,1028.1,6.6
2020-05-27,15:50,341.7,0.3,11,80,299,3.8,1028,6.3
2020-05-27,16:00,267.2,0,10.9,82,303,3.6,1028,6.9
2020-05-27,16:10,373.5,1.7,11,79,297,3.3,1028.1,5.4
2020-05-27,16:20,279.8,0,11.1,80,296,3.2,1028,5.7
2020-05-27,16:30,232.9,0,10.7,82,281,3.5,1028.1,6.3
2020-05-27,16:40,188.3,0,10.8,82,295,2.8,1028.1,5.4
2020-05-27,16:50,174.7,0,10.8,86,296,2.8,1028.1,6
2020-05-27,17:00,184.2,0.7,10.7,89,311,3.1,1028.3,6.6
2020-05-27,17:10,167.4,0.3,10.8,89,324,2.5,1028.3,4.5
2020-05-27,17:20,326,7,10.7,90,320,2.9,1028.3,5.1
2020-05-27,17:30,247.4,1.3,10.6,90,318,2.9,1028.3,5.7
2020-05-27,17:40,178.3,0,10.4,90,323,3.4,1028.3,5.4
2020-05-27,17:50,119,0,10.4,90,300,3.3,1028.3,6
2020-05-27,18:00,91.6,0,10.2,90,280,3.4,1028.3,5.7
2020-05-27,18:10,90.7,0,10.2,89,289,3.2,1028.3,5.4
2020-05-27,18:20,74.8,0,10.2,92,294,3.3,1028.3,6
2020-05-27,18:30,55.8,0,10.1,96,306,3.4,1028.5,6
2020-05-27,18:40,53.5,0,9.7,97,306,3.4,1028.5,6.3
2020-05-27,18:50,56.3,0,9.8,96,297,3.2,1028.7,5.1
2020-05-27,19:00,43,0,9.9,97,305,2.9,1028.7,4.5
2020-05-27,19:10,48.4,0,9.8,97,304,2.9,1028.8,4.8
2020-05-27,19:20,51.9,0,9.9,98,307,3.2,1028.8,5.4
2020-05-27,19:30,38.7,0,9.7,96,298,3.4,1029,5.1
2020-05-27,19:40,25.5,0,9.6,89,304,3.1,1029,5.4
2020-05-27,19:50,16.5,0,9.7,94,307,3.1,1029,4.8
2020-05-27,20:00,18.3,0,9.6,99,306,2.8,1029,4.8
2020-05-27,20:10,12.4,0,9.4,100,306,2.6,1029.2,4.5
2020-05-27,20:20,7.7,0,9.5,9999.99,313,1.7,1029.2,3.6
2020-05-27,20:30,5.5,0,9.4,9999.99,319,2.5,1029.2,3.9
2020-05-27,20:40,3,0,9.4,9999.99,329,2.2,1029.2,3.6
2020-05-27,20:50,2,0,9.4,9999.99,301,2.3,1029.2,3.6
2020-05-27,21:00,-0.5,0,9.4,9999.99,317,1.5,1029.2,3
2020-05-27,21:10,-0.7,0,9.2,9999.99,284,1.6,1029.2,3
2020-05-27,21:20,-1.1,0,9.2,9999.99,283,2.1,1029.3,3.6
2020-05-27,21:30,-1.7,0,9.1,9999.99,286,1.8,1029.2,3
2020-05-27,21:40,-1.4,0,9,9999.99,294,1.3,1029.2,2.4
2020-05-27,21:50,-0.8,0,9,9999.99,292,1.3,1029.2,2.4
2020-05-27,22:00,-0.9,0,9,9999.99,294,1.3,1029.2,2.7
2020-05-27,22:10,-1.5,0,9,9999.99,323,1.9,1029.2,3.6
2020-05-27,22:20,-1.8,0,8.9,9999.99,334,1,1029.2,2.4
2020-05-27,22:30,-1.5,0,8.9,9999.99,317,1.4,1029.2,2.7
2020-05-27,22:40,-0.8,0,8.8,9999.99,321,1.2,1029.2,2.4
2020-05-27,22:50,-0.3,0,8.9,9999.99,305,1.6,1029.2,2.7
2020-05-27,23:00,-0.5,0,8.9,9999.99,308,1.1,1029.2,2.7
2020-05-27,23:10,-0.4,0,8.9,9999.99,298,1.5,1029.2,2.4
2020-05-27,23:20,-0.6,0,8.8,9999.99,281,1.5,1029.2,2.7
2020-05-27,23:30,-0.6,0,8.7,9999.99,271,1.6,1029.2,2.7
2020-05-27,23:40,-0.4,0,8.7,9999.99,258,1.5,1029.2,2.4
2020-05-27,23:50,-0.7,0,8.9,9999.99,272,1.6,1029.2,3
2020-05-28,00:00,-0.9,0,8.8,9999.99,274,1.6,1029.2,3.3
2020-05-28,00:10,-0.8,0,8.8,9999.99,280,1.6,1029,3
2020-05-28,00:20,-0.8,0,8.8,9999.99,279,1.6,1029,2.7
2020-05-28,00:30,-1,0,8.7,9999.99,288,1.6,1028.8,2.7
2020-05-28,00:40,-1.1,0,8.8,9999.99,305,1.5,1028.8,2.7
2020-05-28,00:50,-1.6,0,8.7,9999.99,298,1.6,1028.8,3
2020-05-28,01:00,-1.8,0,8.6,9999.99,275,1.3,1028.8,2.4
2020-05-28,01:10,-0.9,0,8.5,9999.99,253,0.8,1028.8,1.5
2020-05-28,01:20,-0.8,0,8.5,9999.99,239,0.8,1028.7,1.2
2020-05-28,01:30,-1.3,0,8.4,9999.99,215,0.7,1028.7,1.2
2020-05-28,01:40,-0.8,0,8.4,9999.99,246,0.8,1028.7,1.5
2020-05-28,01:50,-0.9,0,8.4,9999.99,260,0.9,1028.7,1.2
2020-05-28,02:00,-0.3,0,8.5,9999.99,271,1,1028.7,1.8
2020-05-28,02:10,-0.1,0,8.5,9999.99,274,1,1028.7,1.8
2020-05-28,02:20,0.3,0,8.6,9999.99,276,1.1,1028.7,2.4
2020-05-28,02:30,0.8,0,8.6,9999.99,296,1.5,1028.7,2.7
2020-05-28,02:40,1.5,0,8.7,9999.99,285,1.3,1028.7,2.4
2020-05-28,02:50,1.9,0,8.6,9999.99,275,1.6,1028.7,2.7
2020-05-28,03:00,2.7,0,8.7,9999.99,269,1.6,1028.7,3.3
2020-05-28,03:10,3.5,0,8.7,9999.99,276,1.4,1028.7,2.4
2020-05-28,03:20,3.8,0,8.7,9999.99,293,1,1028.7,2.7
2020-05-28,03:30,4.6,0,8.7,9999.99,279,1.4,1028.7,2.7
2020-05-28,03:40,9.7,0,8.8,9999.99,299,1.3,1028.7,3
2020-05-28,03:50,13.6,0,8.9,9999.99,317,1.2,1028.7,2.4
2020-05-28,04:00,16.9,0,8.8,9999.99,306,1.3,1028.7,2.7
2020-05-28,04:10,16.2,0,8.8,9999.99,288,1.6,1028.7,3.3
2020-05-28,04:20,24.8,0,8.8,9999.99,283,1.6,1028.7,2.4
2020-05-28,04:30,32.9,0,8.9,9999.99,291,1.5,1028.7,2.7
2020-05-28,04:40,40.5,0,8.9,9999.99,289,2.2,1028.7,3.3
2020-05-28,04:50,54,0,9,9999.99,297,1.5,1028.7,3.3
2020-05-28,05:00,62.5,0,9,9999.99,303,1.8,1028.7,3
2020-05-28,05:10,68.2,0,9.1,9999.99,300,1.3,1028.7,2.4
2020-05-28,05:20,93,0,9.2,100,310,1.9,1028.7,3.6
2020-05-28,05:30,109,0,9.1,97,321,2.2,1028.7,3.6
2020-05-28,05:40,107.2,0,9.4,96,330,1.9,1028.8,3
2020-05-28,05:50,113.8,0,9.4,95,318,1.6,1028.7,2.7
2020-05-28,06:00,135,0,9.4,84,319,2.2,1028.7,4.2
2020-05-28,06:10,162,0,9.4,88,327,2.2,1028.7,3.6
2020-05-28,06:20,167.1,0,9.7,73,312,1.9,1028.7,3.3
2020-05-28,06:30,171.6,0,9.5,81,334,2.2,1028.7,3.3
2020-05-28,06:40,165.6,0,9.6,70,308,1.3,1028.7,2.7
2020-05-28,06:50,134.6,0,9.7,66,308,1.5,1028.7,2.7
2020-05-28,07:00,131.1,0,9.8,66,307,1.8,1028.8,3.3
2020-05-28,07:10,151.6,0,9.7,61,334,1.8,1028.8,3.6
2020-05-28,07:20,203.5,0,9.8,62,357,0.8,1028.8,2.1
2020-05-28,07:30,286.6,1.3,9.9,61,15,1,1028.8,2.1
2020-05-28,07:40,333.4,1.7,10.3,63,96,0.8,1028.8,1.5
2020-05-28,07:50,344.1,1.3,10.1,60,133,1.1,1028.8,2.1
2020-05-28,08:00,413,2.7,10.2,62,128,1.5,1028.7,3
2020-05-28,08:10,394,2,10.3,62,138,1.6,1028.7,3.6
2020-05-28,08:20,208.7,0,10.4,60,160,1.3,1028.7,2.4
2020-05-28,08:30,202.3,0,10.4,58,8,1.6,1028.7,3.9
2020-05-28,08:40,220.1,0,10.2,58,328,2.5,1028.8,4.5
2020-05-28,08:50,253.8,0,10.5,58,332,1.9,1028.7,3.3
2020-05-28,09:00,284.4,0,10.2,58,346,2.3,1028.7,3.9
2020-05-28,09:10,331.2,0,10.3,58,347,2.3,1028.7,3.9
2020-05-28,09:20,346.1,0,10.4,58,347,2.5,1028.5,3.9
2020-05-28,09:30,357.7,0,10.5,58,306,1.7,1028.5,3.3
2020-05-28,09:40,378.7,0,10.6,57,302,2.2,1028.5,4.2
2020-05-28,09:50,470.3,2.3,10.8,57,318,2.2,1028.5,4.2
2020-05-28,10:00,430.8,0,10.9,57,299,2.2,1028.5,3.6
2020-05-28,10:10,412.5,0.3,10.9,55,317,2.3,1028.5,3.9
2020-05-28,10:20,630.4,6,10.9,56,328,2,1028.5,3.9
2020-05-28,10:30,860.2,10,11.1,57,311,2.2,1028.3,4.2
2020-05-28,10:40,1017.1,10,11.4,55,297,2.6,1028.1,4.2
2020-05-28,10:50,811.9,10,11.1,56,299,3.5,1028,6
2020-05-28,11:00,768.5,10,11.9,56,304,3,1028,5.1
2020-05-28,11:10,868.2,10,11.5,55,307,2.4,1028.1,4.8
2020-05-28,11:20,928,10,11.8,54,331,3.1,1027.8,5.1
2020-05-28,11:30,849.2,10,12.1,53,7,2.7,1027.6,4.2
2020-05-28,11:40,847.2,10,12.1,52,346,2.2,1027.6,4.8
2020-05-28,11:50,848.6,10,12,52,308,2.6,1027.8,4.5
2020-05-28,12:00,841.1,10,12.5,52,293,2.5,1027.8,5.4
2020-05-28,12:10,831.8,10,12,54,305,3.7,1027.8,5.7
2020-05-28,12:20,821.7,10,11.9,55,308,4,1027.5,5.7
2020-05-28,12:30,815.4,10,12.1,56,305,3.2,1027.6,5.4
2020-05-28,12:40,813.5,10,12.5,57,309,3.5,1027.5,5.7
2020-05-28,12:50,774.6,10,12,55,315,3.8,1027.5,5.7
2020-05-28,13:00,835.9,10,12.2,57,315,4.3,1027.5,6.9
2020-05-28,13:10,796,10,12.3,62,324,4,1027.5,6.9
2020-05-28,13:20,771,10,12.1,61,318,4,1027.5,6
2020-05-28,13:30,758.3,10,12.1,57,307,3.7,1027.3,6.3
2020-05-28,13:40,737.3,10,12.3,61,309,4.2,1027.3,7.2
2020-05-28,13:50,719.2,10,12.9,61,315,3.8,1027.1,6.3
2020-05-28,14:00,705.2,10,12.2,60,322,4,1027.3,6
2020-05-28,14:10,690.6,10,11.9,60,317,4,1027.1,5.7
2020-05-28,14:20,676.7,10,12.6,58,307,3.6,1026.8,5.7
2020-05-28,14:30,662,10,12.4,58,310,4.4,1026.8,6.6
2020-05-28,14:40,645.4,10,12.6,59,320,3.9,1026.6,7.2
2020-05-28,14:50,628.7,10,12.7,57,312,3.7,1026.6,6
2020-05-28,15:00,609.6,10,13,58,308,3.7,1026.8,6
2020-05-28,15:10,591.6,10,13.4,58,318,3.5,1026.6,5.7
2020-05-28,15:20,572.7,10,13,60,326,3.7,1026.8,6.9
2020-05-28,15:30,552.4,10,13.1,62,321,3.5,1026.8,5.4
2020-05-28,15:40,533.8,10,13.4,59,333,3.4,1026.8,5.4
2020-05-28,15:50,512.9,10,13,59,324,3.4,1026.6,5.7
2020-05-28,16:00,494.1,10,13.4,62,307,3.4,1026.6,6.3
2020-05-28,16:10,473.5,10,13.2,62,315,3.4,1026.1,5.7
2020-05-28,16:20,452.7,10,13,58,318,3.3,1026.5,5.1
2020-05-28,16:30,430.5,10,13.2,62,310,3.1,1026.5,6
2020-05-28,16:40,408.3,10,12.8,62,310,3.7,1026.1,6
2020-05-28,16:50,386.3,10,13.1,62,319,3.3,1026.6,5.4
2020-05-28,17:00,367.3,10,12.8,62,310,3.3,1026.5,6
2020-05-28,17:10,350.5,10,12.9,62,308,3.1,1026.5,5.7
2020-05-28,17:20,331.3,10,12.5,62,313,3.4,1026.3,5.4
2020-05-28,17:30,303.4,10,12.8,62,312,3.4,1026.1,5.7
2020-05-28,17:40,260,10,12.8,62,308,3.4,1026,5.7
2020-05-28,17:50,256.7,10,12.6,62,306,3.4,1026.5,6
2020-05-28,18:00,234.4,10,12.5,63,304,3.1,1026.3,5.7
2020-05-28,18:10,213.5,10,12.6,63,291,2.9,1026.3,5.1
2020-05-28,18:20,192.5,10,12.4,62,293,2.9,1026.1,5.7
2020-05-28,18:30,172,10,12.6,62,305,2.5,1026,5.1
2020-05-28,18:40,152.5,10,12.3,63,310,2.9,1026.1,4.8
2020-05-28,18:50,134.1,10,11.7,63,295,3.4,1026.3,6.3
2020-05-28,19:00,115.3,10,11.8,65,302,3.2,1026.1,6
2020-05-28,19:10,98.1,10,11.6,66,299,2.5,1026.3,4.8
2020-05-28,19:20,81.5,10,11.5,68,296,2.7,1026.3,5.1
2020-05-28,19:30,64.5,10,11.5,68,306,2.2,1026.3,3.9
2020-05-28,19:40,51.4,10,11.5,68,308,1.8,1026.3,3
2020-05-28,19:50,40.1,10,11.4,68,313,2.4,1026.3,4.8
2020-05-28,20:00,28.9,10,11.2,70,304,3.3,1026.3,4.5
2020-05-28,20:10,19.7,10,11.2,72,320,2.2,1026.5,4.2
2020-05-28,20:20,12.5,3.7,10.9,74,307,1.6,1026.5,3
2020-05-28,20:30,7.3,0,10.6,73,324,2.1,1026.3,4.5
2020-05-28,20:40,3.1,0,10.5,73,327,2.8,1026.3,4.2
2020-05-28,20:50,1.2,0,10.4,75,329,2.8,1026.3,4.2
2020-05-28,21:00,0,0,10.4,77,324,2.2,1026.3,3.9
2020-05-28,21:10,-1.1,0,10.3,77,325,2.8,1026.5,4.5
2020-05-28,21:20,-1.8,0,10.1,78,319,1.9,1026.3,3.3
2020-05-28,21:30,-2.3,0,9.9,79,324,1.5,1026.3,3
2020-05-28,21:40,-2.4,0,9.8,80,305,1.5,1026.3,3
2020-05-28,21:50,-2.7,0,9.7,82,312,1.1,1026.1,2.1
2020-05-28,22:00,-2.5,0,9.5,83,288,1,1026.1,1.5
2020-05-28,22:10,-2.1,0,9.5,85,292,1.3,1026.1,2.1
2020-05-28,22:20,-2.8,0,9.4,87,286,1.3,1026.1,2.4
2020-05-28,22:30,-2.8,0,8.7,90,146,0.8,1026.1,1.5
2020-05-28,22:40,-2.7,0,8.5,93,117,1,1026.1,1.8
2020-05-28,22:50,-2.5,0,8.5,94,118,0.7,1026.1,1.2
2020-05-28,23:00,-2.3,0,8.4,94,117,0.8,1026.1,1.5
2020-05-28,23:10,-2.4,0,8.4,94,127,0.8,1026.1,1.5
2020-05-28,23:20,-2.1,0,8.4,96,171,0.5,1026.1,1.2
2020-05-28,23:30,-2.1,0,8,97,152,0.8,1026.1,1.5
2020-05-28,23:40,-2.2,0,7.8,97,121,0.7,1026.1,1.2
2020-05-28,23:50,-2.1,0,8,98,149,0.4,1026.1,0.9
2020-05-29,00:00,-1.8,0,7.7,99,126,0.5,1026,1.2
2020-05-29,00:10,-1.7,0,7.8,100,123,0.5,1026,0.9
2020-05-29,00:20,-1.9,0,7.6,99,125,0.4,1026,0.9
2020-05-29,00:30,-1.5,0,7.6,99,125,0.6,1026,1.2
2020-05-29,00:40,-1.7,0,7.5,96,124,0.8,1025.8,1.2
2020-05-29,00:50,-1.4,0,7.5,97,139,0.6,1025.8,0.9
2020-05-29,01:00,-1.6,0,7.5,98,133,0.8,1025.8,1.2
2020-05-29,01:10,-1.7,0,7.3,98,150,0.5,1025.8,0.9
2020-05-29,01:20,-1.9,0,7.2,100,166,0.2,1025.8,0.6
2020-05-29,01:30,-1.4,0,7.2,9999.99,147,0.5,1025.8,0.9
2020-05-29,01:40,-1.1,0,7.2,9999.99,128,0.6,1025.8,0.9
2020-05-29,01:50,-1.2,0,7.2,100,125,0.5,1025.8,0.6
2020-05-29,02:00,-0.9,0,7.1,9999.99,125,0.4,1025.6,0.6
2020-05-29,02:10,-0.2,0,7.1,9999.99,133,0.8,1025.6,1.2
2020-05-29,02:20,0.9,0,7,9999.99,144,0.7,1025.6,1.2
2020-05-29,02:30,2.4,0,6.9,9999.99,139,1,1025.6,1.5
2020-05-29,02:40,4.2,0,6.9,9999.99,148,1,1025.6,1.5
